version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S937B,1772881559734,2026-03-07_11-05-59,Europe/Zurich,android,1.54.1,8210bda8-2c59-41de-97ec-324b77b90149,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10,false,36
