version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S916B,1773163142441,2026-03-10_17-19-02,Europe/Zurich,android,1.54.1,751156ee-58cd-4586-9fac-6f0d0d4b5ef7,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,12.5|12.5|12.5|12.5||12.5|12.5|12.5,false,36
