time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1772727469355609900,0.09460986328125,-0.6813527345657349,-0.19990798830986023,0.2408432811498642,0.6616567969322205,0.07900503277778625,-0.6324552893638611,1.625988245010376
1772727469365610000,0.10460986328125,-0.6889316439628601,-0.20478028059005737,0.23723945021629333,0.6535714268684387,0.07354684174060822,-0.6338672041893005,1.6475944519042969
1772727469375609900,0.11460986328125,-0.6821962594985962,-0.20419521629810333,0.2381800413131714,0.6604413986206055,0.06868736445903778,-0.6350407600402832,1.6257809400558472
1772727469385610000,0.12460986328125,-0.6806470155715942,-0.2045297622680664,0.23750194907188416,0.6621782779693604,0.06516993790864944,-0.6347327828407288,1.6197149753570557
1772727469395609900,0.13460986328125,-0.6838496327400208,-0.2065967172384262,0.23565013706684113,0.6588903665542603,0.06220313534140587,-0.6349004507064819,1.628412127494812
1772727469405610000,0.14460986328125,-0.68093341588974,-0.20606105029582977,0.23613174259662628,0.6618990302085876,0.06065116077661514,-0.6350508332252502,1.6190822124481201
1772727469415609900,0.15460986328125,-0.680800199508667,-0.2065642923116684,0.23564834892749786,0.6620514392852783,0.05884984880685806,-0.6351281404495239,1.618066430091858
1772727469425610000,0.16460986328125,-0.6798382997512817,-0.20737935602664948,0.23570924997329712,0.6627629995346069,0.056737326085567474,-0.636528730392456,1.6149284839630127
1772727469435609900,0.17460986328125,-0.6768863201141357,-0.20844155550003052,0.2361420840024948,0.6652923822402954,0.05276373401284218,-0.6389956474304199,1.6055318117141724
1772727469445610000,0.18460986328125,-0.6794935464859009,-0.2127484828233719,0.2351563423871994,0.6616102457046509,0.04760736599564552,-0.643858790397644,1.6133455038070679
1772727469455609900,0.19460986328125,-0.6789082288742065,-0.2169438898563385,0.23509429395198822,0.660870373249054,0.040804725140333176,-0.6501472592353821,1.6114754676818848
1772727469465610000,0.20460986328125,-0.6789184212684631,-0.22239789366722107,0.2344927042722702,0.6592587828636169,0.031802114099264145,-0.657528817653656,1.6110268831253052
1772727469475609900,0.21460986328125,-0.6792202591896057,-0.2290225625038147,0.23324954509735107,0.6571173071861267,0.02017597295343876,-0.665761411190033,1.6108492612838745
1772727469485610000,0.22460986328125,-0.6821948885917664,-0.23731286823749542,0.23040784895420074,0.6520774364471436,0.006238308269530535,-0.6742027997970581,1.618119478225708
1772727469495609900,0.23460986328125,-0.6829913854598999,-0.24671103060245514,0.22825300693511963,0.6485036611557007,-0.010588272474706173,-0.6854853630065918,1.6188095808029175
1772727469505610000,0.24460986328125,-0.6835711598396301,-0.2568703591823578,0.22741635143756866,0.6442281603813171,-0.02622435800731182,-0.6999695301055908,1.6204668283462524
1772727469515609900,0.25460986328125,-0.685616135597229,-0.26740625500679016,0.22775804996490479,0.6376132369041443,-0.03807615488767624,-0.7169905304908752,1.629050612449646
1772727469525610000,0.26460986328125,-0.6878305673599243,-0.27704352140426636,0.2286948561668396,0.6307414174079895,-0.04697904735803604,-0.7336871027946472,1.639280915260315
1772727469535609900,0.27460986328125,-0.6891802549362183,-0.28614339232444763,0.23005136847496033,0.6246830821037292,-0.055261753499507904,-0.7502575516700745,1.6471315622329712
1772727469545610000,0.28460986328125,-0.6911554932594299,-0.29576048254966736,0.23155172169208527,0.6174250245094299,-0.06280689686536789,-0.7680925726890564,1.6579771041870117
1772727469555609900,0.29460986328125,-0.6925228238105774,-0.3044828176498413,0.2336968332529068,0.6108094453811646,-0.0683431401848793,-0.7855455875396729,1.6677002906799316
1772727469565610000,0.30460986328125,-0.6940996646881104,-0.3132081925868988,0.23592717945575714,0.6037091016769409,-0.07302645593881607,-0.8033097982406616,1.678839921951294
1772727469575609900,0.31460986328125,-0.6960546970367432,-0.32146796584129333,0.23841050267219543,0.5960928201675415,-0.07542046159505844,-0.8208833336830139,1.6923785209655762
1772727469585610000,0.32460986328125,-0.6984890103340149,-0.3290967345237732,0.24115024507045746,0.5879243016242981,-0.07494193315505981,-0.837985634803772,1.7088819742202759
1772727469595609900,0.33460986328125,-0.7019738554954529,-0.33737242221832275,0.24309362471103668,0.5782024264335632,-0.0745338723063469,-0.85530024766922,1.7295799255371094
1772727469605610000,0.34460986328125,-0.7054083943367004,-0.3467312753200531,0.24496623873710632,0.5675984025001526,-0.07492268830537796,-0.8745566606521606,1.7514313459396362
1772727469615609900,0.35460986328125,-0.709134042263031,-0.35638427734375,0.24624380469322205,0.556312084197998,-0.07554249465465546,-0.8937479257583618,1.7749491930007935
1772727469625610000,0.36460986328125,-0.7125788927078247,-0.366522878408432,0.24678301811218262,0.54496830701828,-0.07823296636343002,-0.9129826426506042,1.7973679304122925
1772727469635609900,0.37460986328125,-0.7146715521812439,-0.37732815742492676,0.2477143257856369,0.5343272686004639,-0.08278562128543854,-0.9340800046920776,1.8158339262008667
1772727469645610000,0.38460986328125,-0.7156527042388916,-0.3879789113998413,0.24887508153915405,0.5247616171836853,-0.08841358125209808,-0.9553511738777161,1.8303966522216797
1772727469655609900,0.39460986328125,-0.716679036617279,-0.39823198318481445,0.2489268034696579,0.5155752897262573,-0.09602958709001541,-0.9746225476264954,1.8434256315231323
1772727469665610000,0.40460986328125,-0.7167647480964661,-0.40812286734580994,0.24855075776576996,0.5078449845314026,-0.10675200819969177,-0.9927042722702026,1.8508917093276978
1772727469675609900,0.41460986328125,-0.7166142463684082,-0.41770875453948975,0.24790538847446442,0.5005260705947876,-0.11843618750572205,-1.010012149810791,1.8566828966140747
1772727469685610000,0.42460986328125,-0.7167438864707947,-0.4270782470703125,0.24681076407432556,0.49291664361953735,-0.1302110254764557,-1.026565432548523,1.8632563352584839
1772727469695609900,0.43460986328125,-0.7167843580245972,-0.43647778034210205,0.24551473557949066,0.4852111041545868,-0.1426888406276703,-1.0431089401245117,1.8693609237670898
