version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S937B,1773145741227,2026-03-10_12-29-01,Europe/Zurich,android,1.54.1,8210bda8-2c59-41de-97ec-324b77b90149,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,16.666666666666668|16.666666666666668|16.666666666666668|16.666666666666668||16.666666666666668|16.666666666666668|16.666666666666668,false,36
