time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1772727870655609600,0.105609619140625,-0.12520140409469604,-0.23320160806179047,0.6251093149185181,0.7342886924743652,-1.0377506017684937,-1.3531838655471802,-0.5221861600875854
1772727870665609700,0.115609619140625,-0.1450502723455429,-0.24165304005146027,0.6241641044616699,0.7286860942840576,-1.0244628190994263,-1.3691747188568115,-0.4676247239112854
1772727870675609600,0.125609619140625,-0.15899501740932465,-0.24273893237113953,0.6256809830665588,0.724100649356842,-0.994288444519043,-1.3877874612808228,-0.41572830080986023
1772727870685609700,0.135609619140625,-0.1776905655860901,-0.24847951531410217,0.6262397170066833,0.7172920107841492,-0.9680035710334778,-1.4075103998184204,-0.3536791205406189
1772727870695609600,0.145609619140625,-0.1926555633544922,-0.25132080912590027,0.6279470920562744,0.7109177708625793,-0.9356436729431152,-1.426965355873108,-0.2952526807785034
1772727870705609700,0.155609619140625,-0.20959492027759552,-0.2567257285118103,0.6275761723518372,0.7044927477836609,-0.8864827752113342,-1.4431369304656982,-0.21300412714481354
1772727870715609600,0.165609619140625,-0.22478947043418884,-0.2625533938407898,0.6258566379547119,0.6991701126098633,-0.8280983567237854,-1.4541023969650269,-0.12321397662162781
1772727870725609700,0.175609619140625,-0.23875457048416138,-0.26781049370765686,0.6240836977958679,0.6941133737564087,-0.7601797580718994,-1.4635218381881714,-0.026405131444334984
1772727870735609600,0.185609619140625,-0.2534774839878082,-0.27333059906959534,0.6222635507583618,0.6883513927459717,-0.6740187406539917,-1.4731696844100952,0.0903622955083847
1772727870745609700,0.195609619140625,-0.2686755955219269,-0.27882736921310425,0.6208231449127197,0.6816504597663879,-0.5633016228675842,-1.4835561513900757,0.2325599044561386
1772727870755609600,0.205609619140625,-0.2856530249118805,-0.28621557354927063,0.618349015712738,0.6738898158073425,-0.42676180601119995,-1.4922257661819458,0.4065055251121521
1772727870765609700,0.215609619140625,-0.30190786719322205,-0.2934717833995819,0.615309476852417,0.6664234399795532,-0.27128586173057556,-1.4975157976150513,0.5984259247779846
1772727870775609600,0.225609619140625,-0.3191397488117218,-0.30251583456993103,0.6106805801391602,0.6585614681243896,-0.121270090341568,-1.4991016387939453,0.7896141409873962
1772727870785609700,0.235609619140625,-0.33756449818611145,-0.3131348192691803,0.6049243807792664,0.6496639847755432,0.021338649094104767,-1.4986917972564697,0.9782595634460449
1772727870795609600,0.245609619140625,-0.3542017936706543,-0.32363197207450867,0.6000306010246277,0.6401302814483643,0.15115025639533997,-1.499472975730896,1.1515620946884155
1772727870805609700,0.255609619140625,-0.36789998412132263,-0.33486613631248474,0.5963647961616516,0.629970908164978,0.25643473863601685,-1.5041429996490479,1.2971874475479126
1772727870815609600,0.265609619140625,-0.37851741909980774,-0.3465016782283783,0.5942750573158264,0.6192724108695984,0.3693501651287079,-1.5133452415466309,1.4464173316955566
1772727870825609700,0.275609619140625,-0.3845078647136688,-0.3563299775123596,0.5944712162017822,0.609743058681488,0.5226066708564758,-1.5254663228988647,1.6256552934646606
1772727870835609600,0.285609619140625,-0.3892875611782074,-0.3656269311904907,0.5948985815048218,0.6007227301597595,0.7662537693977356,-1.5363335609436035,1.8926292657852173
1772727870845609700,0.295609619140625,-0.3942406177520752,-0.3751763701438904,0.5944598913192749,0.5919750332832336,1.1250773668289185,-1.5436047315597534,2.2757344245910645
1772727870855609600,0.305609619140625,-0.39983147382736206,-0.3844951391220093,0.5929909944534302,0.5836608409881592,1.5294078588485718,-1.5454096794128418,2.705286741256714
1772727870865609700,0.315609619140625,-0.4066797196865082,-0.3946233093738556,0.5903680324554443,0.5747604966163635,1.8814125061035156,-1.5429035425186157,3.086310625076294
1772727870875609600,0.325609619140625,-0.4127907454967499,-0.4047049283981323,0.5870523452758789,0.5667338967323303,2.1464219093322754,-1.539871096611023,-2.903904438018799
1772727870885609700,0.335609619140625,-0.4190210998058319,-0.41502079367637634,0.5830532908439636,0.5587735772132874,2.3474316596984863,-1.5359961986541748,-2.6740164756774902
1772727870895609600,0.345609619140625,-0.42405328154563904,-0.42424777150154114,0.5797210335731506,0.55146723985672,2.5050253868103027,-1.5308350324630737,-2.491258144378662
1772727870905609700,0.355609619140625,-0.428626149892807,-0.4336068332195282,0.5754743814468384,0.5450632572174072,2.6480770111083984,-1.5272126197814941,-2.323402166366577
1772727870915609600,0.365609619140625,-0.43331992626190186,-0.4433723986148834,0.5700393915176392,0.5391750931739807,2.7876133918762207,-1.5248860120773315,-2.1578850746154785
1772727870925609700,0.375609619140625,-0.4372504949569702,-0.45336681604385376,0.56373131275177,0.5343009829521179,2.9611241817474365,-1.5233405828475952,-1.9591119289398193
1772727870935609600,0.385609619140625,-0.44032537937164307,-0.4636421799659729,0.5564805865287781,0.5305458307266235,-3.1030116081237793,-1.5214712619781494,-1.715588092803955
1772727870945609700,0.395609619140625,-0.4422128200531006,-0.47261807322502136,0.5499830842018127,0.5278244018554688,-2.9043667316436768,-1.5175831317901611,-1.4967862367630005
1772727870955609600,0.405609619140625,-0.44327038526535034,-0.4797000288963318,0.5444371104240417,0.5262959599494934,-2.7442433834075928,-1.5132333040237427,-1.3214045763015747
1772727870965609700,0.415609619140625,-0.4443609416484833,-0.48508620262145996,0.5393772125244141,0.5256490707397461,-2.613449811935425,-1.5100082159042358,-1.1783998012542725
1772727870975609600,0.425609619140625,-0.44672471284866333,-0.48971840739250183,0.5333206653594971,0.525530219078064,-2.474177598953247,-1.5089943408966064,-1.0259244441986084
1772727870985609700,0.435609619140625,-0.4498237669467926,-0.4940275549888611,0.5263938903808594,0.5258373022079468,-2.314542770385742,-1.5082679986953735,-0.8522324562072754
