time,seconds_elapsed,z,y,x
1772534567952994800,0.251994873046875,8.963715553283691,0.6830779910087585,1.1203969717025757
1772534567967858000,0.26685791015625,8.89667797088623,0.6184340119361877,0.9551969766616821
1772534567977767700,0.276767578125,9.10018539428711,0.40774500370025635,0.8139389753341675
1772534567987677400,0.286677490234375,9.303691864013672,0.2114199995994568,0.6774700284004211
1772534567997587200,0.296587158203125,9.413825988769531,0.09410399943590164,0.708594024181366
1772534568007497200,0.306497314453125,9.459315299987793,0.10368099808692932,0.725354015827179
1772534568017407000,0.316406982421875,9.600573539733887,0.17550699412822723,0.7157769799232483
1772534568027316700,0.326316650390625,9.720284461975098,0.3239479959011078,0.8067569732666016
1772534568037226500,0.3362265625,9.851964950561523,0.4628109931945801,0.7971799969673157
1772534568047136500,0.346136474609375,9.916607856750488,0.49632999300956726,0.7708439826965332
1772534568057046300,0.35604638671875,9.954915046691895,0.40056198835372925,0.7157769799232483
1772534568066956000,0.3659560546875,9.978857040405273,0.19944900274276733,0.6343740224838257
1772534568076865800,0.37586572265625,9.727465629577637,0.113257996737957,0.5817019939422607
1772534568086775800,0.38577587890625,9.097790718078613,0.2353619933128357,0.641556978225708
1772534568096685600,0.395685546875,8.221512794494629,0.35986098647117615,0.8666120171546936
1772534568106595300,0.40559521484375,7.802526950836182,0.340707004070282,0.9647740125656128
1772534568116505000,0.415505126953125,8.753026008605957,0.07973899692296982,0.9384379982948303
1772534568126414800,0.425414794921875,9.74808406829834,0.028968000784516335,1.006993055343628
1772534568136324600,0.43532470703125,9.751002311706543,-0.03508299961686134,0.9781190156936646
1772534568146234400,0.445234375,9.752812385559082,-0.09967900067567825,0.9553599953651428
1772534568156144400,0.455144287109375,9.753129005432129,-0.16010800004005432,0.9438549876213074
1772534568166054100,0.46505419921875,9.752241134643555,-0.2225950062274933,0.9403529763221741
1772534568175964000,0.4749638671875,9.750035285949707,-0.2566939890384674,0.9544360041618347
