time,seconds_elapsed,z,y,x
1772541310744810000,0.18981005859375,7.954950332641602,1.1929500102996826,-0.8899500370025635
1772541310759673300,0.20467333984375,6.202950477600098,0.9820500612258911,-1.065000057220459
1772541310769583400,0.214583251953125,5.695050239562988,0.8290500640869141,-1.5679501295089722
1772541310779493400,0.224493408203125,5.793000221252441,0.7350000143051147,-1.9939501285552979
1772541310789403400,0.2344033203125,4.102950096130371,0.8770500421524048,-1.921950101852417
1772541310799313400,0.2443134765625,-3.4110002517700195,3.4099502563476562,1.4500501155853271
1772541310809223400,0.254223388671875,0.8280000686645508,3.061950206756592,-1.6320000886917114
1772541310819133400,0.264133544921875,0.8299500346183777,1.3960500955581665,-1.7190001010894775
1772541310829043500,0.27404345703125,0.9979500770568848,1.4650501012802124,-2.01104998588562
1772541310838953700,0.28395361328125,3.3490500450134277,2.074050188064575,-2.9850001335144043
1772541310848863500,0.293863525390625,7.249050140380859,2.8129501342773438,-4.294950008392334
1772541310858773800,0.303773681640625,10.347000122070312,3.38100004196167,-4.198950290679932
1772541310868683500,0.31368359375,9.583050727844238,2.445000171661377,-5.391000270843506
1772541310878593800,0.32359375,9.720000267028809,1.3459500074386597,-4.944000244140625
1772541310888503600,0.333503662109375,6.765000343322754,-1.0500000715255737,-3.177000045776367
1772541310898413600,0.34341357421875,6.3319501876831055,-1.3590000867843628,-2.491950035095215
1772541310908323800,0.35332373046875,7.692000389099121,-0.22395001351833344,-2.31000018119812
1772541310918233600,0.363233642578125,8.338050842285156,0.3330000042915344,0.4420500099658966
1772541310928144000,0.373143798828125,9.049050331115723,0.9649500250816345,1.7449500560760498
1772541310938054000,0.383053955078125,9.250950813293457,0.7380000352859497,1.603950023651123
1772541310947964000,0.3929638671875,9.334050178527832,0.19200000166893005,1.0459500551223755
1772541310957874000,0.4028740234375,10.480950355529785,-0.29100000858306885,1.3399500846862793
1772541310967784000,0.412783935546875,12.382050514221191,-0.4990500211715698,1.5630000829696655
1772541310977694000,0.42269384765625,13.809000968933105,-0.7600500583648682,1.5150001049041748
1772541310987604000,0.43260400390625,12.994950294494629,-0.6360000371932983,1.672950029373169
1772541310997514000,0.442513916015625,11.773950576782227,-0.2530499994754791,0.8970000147819519
1772541311007424000,0.452424072265625,10.246950149536133,-0.034950003027915955,0.28005000948905945
1772541311017334000,0.462333984375,8.956050872802734,0.1770000010728836,0.8179500102996826
1772541311027244000,0.472244140625,8.56095027923584,0.13905000686645508,2.140050172805786
1772541311037154000,0.482154052734375,9.034950256347656,-0.4630500078201294,2.4559500217437744
1772541311047064000,0.49206396484375,10.054950714111328,-0.41505002975463867,3.1879501342773438
1772541311056974000,0.50197412109375,10.633950233459473,-0.25005000829696655,4.085999965667725
1772541311066884000,0.511884033203125,9.38895034790039,0.661050021648407,3.748950242996216
1772541311076794000,0.521794189453125,8.218950271606445,1.6380001306533813,3.5310001373291016
1772541311086704400,0.531704345703125,8.88900089263916,1.3650000095367432,2.2669501304626465
1772541311096614400,0.541614501953125,9.748950004577637,0.3570000231266022,1.8240001201629639
1772541311106524400,0.5515244140625,10.206000328063965,-0.4320000112056732,2.260050058364868
1772541311116434400,0.561434326171875,10.813950538635254,-0.5760000348091125,2.1880500316619873
1772541311126344400,0.571344482421875,10.134000778198242,-0.527999997138977,2.5279500484466553
1772541311136254500,0.58125439453125,9.969000816345215,-0.9130500555038452,2.4970500469207764
1772541311146164700,0.591164794921875,10.476000785827637,-0.9589500427246094,3.223950147628784
1772541311156074500,0.601074462890625,10.777950286865234,-1.015950083732605,3.028050184249878
1772541311165984500,0.610984619140625,10.732950210571289,-1.117050051689148,2.5729501247406006
