version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,ThinkPhone 25 by motorola,1773232862346,2026-03-11_12-41-02,Europe/Zurich,android,1.54.1,219271cf-9fcc-4fb2-b43d-3676d1c822b2,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,12.5|12.5|12.5|12.5||12.5|12.5|12.5,false,35
